학과명
산업시스템공학과
에너지학과
융합ESG학과
정보전자공학과
지식재산공학과
화학생명공학과
ITS학과
경기공공정책학과
정책학과
기계시스템공학과
물류SCM학과
물류시스템 및 SCM학과
정보컴퓨터공학과
첨단신소재공학과
IT융합공학과
융합시스템공학과
응용화학생명공학과
의학과(본과)
의학과(예과)
인공지능융합학과
자유전공(인문사회계열)
자유전공(자연과학계열)
사회학과
소프트웨어학과
수학과
스포츠레저학과
디지털미디어학과
교통시스템공학과
국제학부
글로벌교양학부
가정상담전공
가족상담전공
기독교상담학전공
선교학과
신학과(문학석사)
AI모빌리티공학과
e-비즈니스학과
간호학과(특별과정)
신학부 신학전공
교육과정전공
교육상담전공
다문화교육전공
다문화사회복지융합전공
사회복지전공
기독교교육학과군
기독교상담학과
글로벌융합리더학부 사회복지전공
글로벌융합리더학부 영어전공
글로벌융합리더학부 중국어전공
글로벌융합리더학부 청소년상담지도전공
기독교교육상담학과
기독교교육학과
상담복지학부
상담복지학부 사회복지전공
상담복지학부 청소년상담지도전공
선교문화복지학과
선교영어학과
선교중국어학과
실천신학과
교육미디어커뮤니케이션학부
교육미디어커뮤니케이션학부 기독교교육(
교육미디어커뮤니케이션학부 미디어콘텐츠
국제개발협력학부
국제개발협력학부 국제개발협력전공
국제개발협력학부 글로벌영어전공
국제개발협력학부 중국어전공
글로벌미션신학부
글로벌미션신학부 선교학전공
글로벌미션신학부 신학전공
글로벌융합리더학부
글로벌융합리더학부 기독교교육과 미디어
휴먼사회복지학과
경찰사법학과
경찰행정학과
공공정책복지학과
도시기반공학과
도시기반부동산학과
스마트건축공학과
스포츠건강과학학과
신한류학과
예술심리치료학과
서비스디자인학과
소셜융합경영학과 사회경영전공
소셜융합경영학과 협동조합경영전공
스마트자동차공학과
스포츠건강학과
유아교육상담학과
융합교육학과
융합콘텐츠경영학과
정책행정학과
치유산업경영학과
통합교육학과
통합대체의학과
행정정책학과
기후에너지환경공학과
기후환경에너지공학과
기후환경에너지융합학과
남북협력복지행정학과
문화예술경영학과
바이오식품외식산업학과
보건기술융합학과
복지경영학과
컴퓨터공학전공
태권도교육융합전공
토지행정학과
패션디자인전공
품새전공
호텔조리전공
ICT기계공학과
교육및문화콘텐츠개발학과
임상병리학과
전자공학전공
첨단소재공학과
치기공학과
식품조리과학부
안경광학과
안경광학전공
안보경영학과
언론학과
에너지공학과
에너지환경공학과
외식조리전공
상담심리학과
섬유소재공학과
스포츠의학과
시범문화전공
식품영양전공
식품영양학전공
복지행정학과
뷰티헬스사이언스학부
뷰티헬스전공
빅데이터경영학과
사이버드론봇군사학과
사회복지상담학과
산업디자인전공
모델콘텐츠학과
미디어언론학과
미디어영상학과
미래스포츠융합학과
미용학과
바이오식품산업전공
방사선학과
글로벌통상경영학과
기계자동차융합공학과
디자인학부
리나시타교양대학
마이크로디그리대학
모델콘텐츠전공
공공행정학과
공법행정학과
공연예술전공
공연예술학과
국방경영학과
국제어학과
글로벌관광경영학과
글로벌무역학과
호텔조리제빵과
호텔조리제빵학과
호텔조리학과
환경과학과
IT융합공학부
K-POP학과
K-뷰티학과
겨루기전공
공간디자인전공
공공교육복지학과
헤어디자인전공
호텔경영과
호텔외식경영과
호텔외식산업과
호텔외식카페창업과
호텔제과제빵과
융합기계설계과
자동화시스템전공
전기공학전공
전기과
전자정보통신과
토탈뷰티전공
실내디자인과
실용댄스과
실용무용과
연예매니지먼트과
웹디자인과
웹툰출판미디어과
생활음악과
생활음악전공
소방안전관리과
소방안전관리전공
스마트기계디자인과
스마트전자전기과
스마트토목디자인과
스마트패키징과
스마트패키징전공
스포츠지도과
시각디자인과
식품생명과학과
뷰티디자인과
사무비서행정과
산업경영과
산업경영학과
생명환경공학과
기계공학전공
기계과
기계설계과
동물보건과
마케팅비즈니스과
멀티미디어컨텐츠과
메이크업전공
바이오생명과학과
반려동물과
경호경찰과
경호경찰행정과
경호경찰행정학과
공연음악과
관광항공서비스과
국제경영과
국제관광경영과
국제비서과
카이로프랙틱학과
호텔외식조리과
호텔조리제빵계열
화장품과학과
화장품신소재과학과
환경시스템과
환경시스템관리과
건설정보시스템과
건축과
전기에너지과
정보통신과
제과제빵과
제철산업공학과
제철산업과
태권도경호과
태권도외교과
태권도외교학과
피부메이크업네일미용과
항공지리정보과
웹툰콘텐츠과
인테리어리모델링과
임상병리과
자동차과
작업치료과
작업치료학과
전기과(2년제)
전기에너지공학과
스마트건설안전공학과
스마트안전융합과
스마트자동차계열
신재생에너지과
외식산업창업과
웰니스뷰티건강학과
보건미용과
보건의료행정학과
보건행정과(3년제)
보건행정학과
보건환경과
뷰티헤어디자인과
세무경영과
임상사회복지학과
도시건설과
드론공간정보과
드론산업안전과
드론스마트건설공학과
드론스마트건설과
레져스포츠과
만화애니메이션과
미용예술계열
창업비즈니스학과
창업조형학과
창업학과
독서치료학과
미술치료학과
상담치료학과
IT융합과
간호과(4년제)
골프지도과
군사학과
기업경영학과
기업법무학과
뉴미디어디자인학과
뉴미디어음악학과
마케팅학과
미디어커뮤니케이션학과
미용향장학과
법무학과
산업설비융합학과
재난안전학과
의회정책학과
통상경제학과
한국어문학과
한국학과
항공융합학과
환경산업디자인학과
환경생명공학과
환경제품디자인학과
회계학과
가족상담학과
여성학과
유아보육경영학과
융합예술학과
의류학과
일어일문학과
자동차기계공학과
전자.에너지소재공학과
전자재료공학과
조형공학과
첨단공학과
첨단기술공학과
체육학과
컴퓨터정보공학과
생명공학과
생물과학과
스마트에너지환경공학과
에너지응용화학과
에코환경산업디자인학과
예술경영학과
융합공학과
국제지역.어문학과
국제지역학과
그린화학융합공학과
기록관리학과
디자인학과
디자인학과(학과간협동과정)
무역학과
무용학과
문헌정보학과
미술학과
바이오과학과
일어교육전공
체육교육전공
컴퓨터교육전공
가족치료학과
가족학과
경찰학과
관광경영학과
광고홍보영상미디어학과
광고홍보학과
피해자보호학과
피해자상담심리학과
항공정책학과
AI융합교육전공
교육행정전공
국어교육전공
도서관교육전공
상담심리전공
수학교육전공
영양교육전공
영어교육전공
외국어로서의한국어교육전공
유아교육전공
호텔관광전공
화학공학전공
회계세무학과
경찰범죄학과
도시안전 · 산업보안학과
뷰티비즈니스학과
소방방재위기관리학과
에너지관리학과
탐정학과
항공운항학과
항공정비학과
항공학부 항공서비스학전공
항공학부 항공운항학전공
항공학부 항공정비학전공
행정공무원학과
현대미술학전공
호텔·컨벤션전공
호텔 관광이벤트학과
호텔 의료관광경영학부
호텔 크루즈경영전공
특수체육전공
패션디자인산업전공
패션디자인산업학과
패션디자인학전공
패션소재디자인전공
한국학전공
한중비즈니스학과
항공교통관리학과
항공교통물류학과
항공물류학과
항공서비스학과
창조공연예술학부 무용전공
창조공연예술학부 음악전공
체육학전공
컴퓨터공학부
컴퓨터공학부(메타버스전공)
컴퓨터교육과
컴퓨터소프트웨어공학부
컴퓨터정보공학부
클라우드/빅데이터전공
제약공학과
제약공학전공
제약화장품학과
제품디자인공학과
조형미술전공
주얼리디자인전공
주얼리디자인학과
주얼리디자인학전공
중국어중국학과
중국학과
중어중국학전공
지능형기계공학전공
지능형자동차공학부
지리학과
창업예술학부
에너지관리전공
일어교육과
일어일본학전공
자동차IT융합전공
자동차공학전공
자동차기계공학전공
자동차디자인전공
전기전자공학과
정보보안전공
신기술시스템응용공학과
온라인마케팅전공
운동과학전공
웰빙체육학부
웹툰학과
융합기계공학과
융합기계공학부
융합디자인학부
의료관광전공
일본어일본학과
에너지소재공학전공
에너지응용화학전공
에너지화학공학부
에너지환경 화학과
에너지환경공학전공
역사교육과
역사문화학과
영상크리에이터전공
영어교육과
영어영문학전공
영어영미지역학전공
시각커뮤니케이션디자인전공
식품영양조리학부
식품조리학과
식품조리학전공
신소재공학부
신소재공학전공
실내건축디자인전공
실버케어복지전공
산업실무영어과
상담심리복지학과
세무학전공
세무회계학전공
소방안전학과
수학교육과
스마트그리드전공
스마트전기전자공학부
시각디자인학전공
복지상담학부 상담심리복지전공
뷰티비즈니스전공
빅데이터/클라우드전공
사학전공
사회복지학전공
산업 패션디자인학부
산업디자인융합학과
산업디자인학전공
미디어문예창작학과
미래융합학과
바이오산업학부
바이오식품공학과
바이오식품소재학과
반려동물학과
배터리학과
법경찰학부
법학전공
복지상담학부 사회복지전공
무역경제학부 경제금융학전공
무역경제학부 무역물류학전공
무역물류학과
무역물류학전공
무역학전공
무용과
문예창작비평학과
국제통상학부
귀금속보석디자인학과
글로벌경제학과
금속공학전공
금융부동산경제학전공
금융부동산전공
기계설계공학전공
디자인 미술학부
디자인 아트학부
메카트로닉스공학부
모바일소프트웨어공학전공
광고홍보학전공
광전자공학전공
교양과정부
국어교육과
국어국문학전공
국제관계학과
국제관계학전공
국제관광경영학부
국제관광전공
국제관광학과
국제관광학부
국제지역학부
국제통상정보학전공
경찰학전공
공공인재학부
공무원법학과
관광경영전공
광고홍보영상미디어학부
광고홍보전공
건축공학전공
건축학부
건축학전공
건축학전공(5년)
건축학전공(5년제)
경영정보학전공
경영학부
경영학전공
호텔외식F&B과
호텔외식FnB과
호텔외식베이커리과
화훼디자인전공
환경원예전공(3년제)
환경조경과(3년제)
환경조경학과
IT전공
IT학과
IoT융합전공
K-Culture학과
가족 노인복지학과
지적부동산과
지적부동산학과
치기공과
토목과
패션디자인과(3년제)
플로리스트전공
항공서비스과(3년제)
애완동물전공
외식서비스경영전공
원예디자인과(3년제)
원예디자인학과
웹IT전공
정보통신보안과
정보통신보안전공
정보통신전공
정원문화산업전공
지적공간정보학과
보건의료행정학과(3년제)
보육복지과
보육복지학과
뷰티케어과
사진영상미디어과(3년제)
사진영상미디어학과
식품영양학과(3년제)
실내건축과
실내건축전공
아동보육전공
애완동물과
미디어디자인과
미디어콘텐츠과(3년제)
미디어콘텐츠학과
바이오동물전공
바이오동물학과
방사선과
보건의료행정과
관광서비스중국어과
관광영어과(3년제)
그래픽아츠과
그래픽아츠학과
그래픽커뮤니케이션과
그래픽커뮤니케이션학과
글로벌경영과
글로벌호텔관광과
모바일IT전공
식품공학전공
자율전공학과
AI과
AI소프트웨어과
IT 미디어학과
IT소프트웨어과
IT소프트웨어전공
VR게임콘텐츠과(3년제)
e-스포츠과
가드닝전공
건축전공
공간디자인학과
주얼리디자인과
쥬얼리디자인전공
컴퓨터게임과
텍스타일 & 메탈디자인전공
영상제작과
영상컨텐츠전공
영상콘텐츠전공
음악과
음악컨텐츠전공
섬유의상코디과
아동미술디자인전공
아동미술보육과
연기예술과
스토아매니지먼트과
미디어문예창작과
미디어문예창작전공
비서사무행정과
비서인재과
비서행정과
색채디자인학과
공연콘텐츠전공
관광과
댄스&스포츠전공
디지털미디어디자인과
디지털미디어전공
무용&레저스포츠과
문헌정보과
IT비즈니스과
IT소프트웨어융합과
가족복지과
공연예술과
외식조리경영학과
요양복지학과
융합정보보안학과
이공계열
인문예술 사회계열
전기공학과
중국언어문화학과
청소년코칭상담학과
컴퓨터소프트웨어학과
컴퓨터정보통신학과
크리스천리더십학과
평생교육상담학과
한국어교육학과
스포츠 예술복지학과
스포츠복지학과
스포츠재활복지학과
실용영어학과
실용외국어학과
아동학과
언어치료학과
엔터테인먼트학과
연예스포츠경영학과
연예예술경영학과
영어 중국어학부
기독교상담복지학과
노인복지학과
방송문예창작학과
법행정학과
부동산학과
뷰티미용예술학과
산업안전공학과
소방방재학과
전시컨벤션경영학과
중소기업경영혁신학과
프랜차이즈경영학과
혁신코칭컨설팅학과
ICT공학과
ICT공학부
경찰교정학과
글로벌창의융합계열
금융자산관리학과
금융재테크학과
스마트미디어학과
정보보안학과
CEO독서경영전략학과
강소기업경영학과
글로벌기업통상학과
글로벌비즈니스학과
글로벌스타트업선교학과
글로벌앙트러프리너쉽학과
독서경영전략학과
뷰티경영학과
스타트업비즈니스학과
유통프랜차이즈경영학과
아동청소년복지전공
장애인복지전공
공공안전융합공학과
소방방재안전학과
스마트산업안전공학과
안전환경융합공학과
AI미디어학과
ICT테크노정책학과
IT경영학과
IoT학과
금융IT학과
디지털혁신기술학과
프로젝트경영학과
화학과학연산협동과정
가족치료전공
사회복지실천전공
사회적기업전공
상담복지전공
정보통신융합학과
중어중문학과
지능시스템학과
지능형반도체학과
친환경화학소재융합학과
컴퓨터학과
통일한류문화학과
평생교육학과
융합소프트웨어학과
융합전장시스템공학과
재난안전관리학과
정보사회학과
정보통계 보험수리학과
정보통신 소재융합학
생활체육학과
스마트웨어러블공학과
안보 공익경영학과
안전 보건융합공학과
언론홍보학과
유기신소재 파이버공학과
방위산업학과
벤처중소기업학과
산업 정보시스템공학과
생명정보학과
색채디자인과
글로벌법률학과
금융기술융합학과
금융학과
기독교통일지도자학과
기독교학과
독어독문학과
AI테크노융합학과
IT유통물류학과
IT융합학과
IT정책경영학과
교육경영학과
국방산업정책통상학과
융합영재교육전공
융합테솔전공
커리어·학습코칭전공
평생교육 HRD전공
한국어교육전공
기독교사회학과
기독교역사문화학과
기독교인문사회학과
성서신학과
AI SW융합학과
디지털매니지먼트학과
문화콘텐츠경영학과
식음료경영학과
이노비즈니스학과
이미지경영학과
전문경영학과
회계 세무학과
회계세무정보학과
AI창의융합교육전공
상담교육심리전공
행정학부
행정학부 행정정보관리전공
행정학부 행정학전공
혁신경영학과
감성기술경영학과
금융 부동산학과
데이터전략경영학과
전기공학부
전자정보공학부 IT융합전공
전자정보공학부 전자공학전공
차세대반도체학과
통상산업학과
스포츠학부 생활체육전공
스포츠학부 스포츠사이언스전공
예술창작학부 문예창작전공
예술창작학부 영화예술전공
융합특성화자유전공학부
의생명시스템학부
복지경영학과(편입)
소프트웨어학부
숭실융합연구원
스마트시스템소프트웨어학과
스포츠학부
글로벌미디어학부
글로벌통상학과
금융경제학과
금융학부
기계공학부
미디어경영학과
벤처경영학과
스포츠재활과
건축학부 건축공학전공
건축학부 건축학전공
건축학부 실내건축전공
교목
교양과정
교직과정
국제무역학과
국제법무학과
자동차학과
정보보호학과
철강학과
메디컬경영서비스학과
상담및임상심리학과
도시및지역개발학과
AI융합학부
법과학과
법과학전공
관광서비스경영학과
교육과학과
국제학과
멀티미디어학과
보건의료융합학과
보건행정경영학과
산업환경보건학과
수산자원개발학과
애니메이션학과
언론정보학과
연극영화학과
빅데이터융합비즈니스학과
산업융합공학과
스포츠산업학과
신뢰성품질공학과
융합창업학과
전기 전자공학과
헬스케어비즈니스학과
호텔외식경영학과
과학수사전공
범죄수사학과
화학공학환경공학과
환경보건융합시스템전공
환경보건학과
글로벌한류문화학과
금융경영학과
스마트사무경영과
전자재료소자장비융합공학과
정보제어공학과
중소기업진흥공단(학연산협동과정)
특수 영재스마트러닝학과
한국생명공학연구원
한국어문화학과
한국정보보호센터
한국청소년정책연구원
해양생명공학과
스마트건설정보과
의료IT공학과
의료과학과
의생명융합학과
의약바이오학과(학연산협동과정)
전기 로봇공학과
전기통신시스템공학과
전산학과
전자재료소자융합공학과
생물학과
수산자원학과
스마트융합보안학과
유전공학과
융합문화학과
융합서비스보안학과
의과학과
글로벌한류학과
모빌리티융합보안학과
미래융합기술학과
바이오메디컬공학과
스마트가드닝전공
경제금융보험학과
공연영상미디어학과(학과간협동과정)
국립환경과학원(학연산협동과정)
글로벌교육전공
글로벌융합문화전공
글로벌융합소프트웨어학과(학과간협동과정
ICT융합재활공학과(학과간협동과정)
ICT융합학과
ICT환경보건시스템융합전공
ICT환경보건시스템학과
중어교육전공
진로진학상담전공
청소년교육전공
특수교육전공
특수체육교육전공
평생교육전공
화학교육전공
임상영양학과
청각재활학과
AI(인공지능)융합교육학과
교과교육학과
물리교육전공
상담교육전공
생물교육전공
영재교육전공
건강미용학과
병원서비스경영학과
임상간호학과
청소년교육   상담학과
친환경동력시스템전공(모빌리티소재 부품
컨버전스디자인학과
컴퓨터소프트웨어공학과
특수교육과
학생기업학부
한국문화콘텐츠학과
해양생명공학전공
전자정보공학과
중어중문학전공
지능형전장제어시스템전공(모빌리티소재 
차세대통신융합디바이스전공(모빌리티IC
첨단센서융합디바이스전공(모빌리티소재 
의용메카트로닉스공학과
자동차산업공학과
자율주행시스템전공(모빌리티ICT융합학
전기전자공학전공
전기통신공학과
전자물리학과
전자상거래학과
융합기계학과
융합바이오화학공학과
융합창업학부
의공학과
의료생명공학과
의약공학과
의예과
영유아학과
영화애니메이션전공
영화애니메이션학과
외국어로서의 한국어교육학전공
웰니스융합학부
신문방송학과
애니메이션전공
연극무용전공
연극무용학과
연극영화학전공
영미학과
스마트모빌리티공학과
스마트자동차학과
스마트팩토리공학과
스마트휴먼인터페이스전공(모빌리티ICT
스포츠과학과
빅데이터공학과
사물인터넷학과
사회체육학과
산업경영공학과
생명시스템학과
수학전공
모빌리티ICT융합학부
모빌리티SW/AI전공(모빌리티ICT융
모빌리티소재 부품 장비융합학부
무용전공
미디어콘텐츠전공
나노화학공학과
독어독문학전공
디스플레이-시스템 반도체소부장전공(모
디스플레이신소재공학과
디지털애니메이션학과
메카트로닉스공학과
메타버스&게임학과
국제문화전공
국제문화학과
국제보건학전공
국제어문학부
국제학전공
글로벌문화산업학과
글로벌자유전공학과
IT금융경영학과
건축학과(5)
경제금융학과
경찰행정학전공
공연영상학과
컴퓨터과학과
토목조경과
토탈뷰티미용과
품질경영과
화공특성화계열
환경과
AI 빅데이터학과
자동차기계과
재활과
철도운수경영과
철도운수설비과
커피바리스타&외식조리과
스마트건설환경과
식생활과
식생활학부
언어재활과
언어치료과
에너지소재화공과
웹툰애니메이션과
의료보장구과
의료재활과
의료재활과학과
의료재활학과
산업기술전자과
산업기술화공과
산업안전관리과
산업안전보건과
산업안전보건학과
산업융합전자과
소방방재과
소방행정과
스마트건설계열
경영회계과
국제통상과
기계자동차과
멀티미디어과
청소년스포츠상담복지학과
IT 산업융합과
간호과
건설조경과
건축인테리어과
경영세무과
사회학부 사회복지학전공
사회학부 상담심리학전공
사회학부 스포츠복지학전공
사회학부 청소년스포츠상담복지학전공
소비자경제금융전공
소비자경제학전공
인터넷미디어전공
르꼬르동블루호스피탈리티경영전공
목회학석사
사회복지
사회복지학박사
신학과(박사과정)
신학석박사통합과정
약료경영전공
임상약학전공
전통무용전공
전통식생활문화전공
전통음악전공
문화행정학과
IT융합비즈니스전공
e비즈니스전공
디지털콘텐츠전공
문화예술행정전공
통계학과
프랑스언어 문화학과
피아노과
한국과학기술연구원학연산협동과정
한국세라믹기술원학연산협동과정
헬스산업학(협동과정)
홍보광고학과
화공생명공학과
환경디자인학과
사회약학전공
인력개발정책학협동과정
일본학과
작곡학과
제약학과
조형예술학과
컴퓨터과학과(공학)
식품의약품안전청학연산협동과정
여성학협동과정
외식경영학과
응용물리학과
미술사학과
빅데이터분석융합학(협동과정)
사회심리학과
성악학과
소비자경제학과
시각영상디자인학과
농촌진흥청 학 연 산협동과정
독일언어 문화학과
동아시아지역학(협동과정)
멀티미디어과학과
문화관광외식학과
문화관광학과
문화예술교육학(협동과정)
관현악과
글로벌서비스학과
기계시스템학과
기악학과
기후환경에너지학(협동과정)
향장미용전공
향장미용학과
임상음악치료전공
임상음악치료학과
치유음악목회전공
인적자원개발학과
인적자원정책학과
커리어개발학과
IT공학과
가정관리학과
아동문화콘텐츠전공
영 유아교육전공
영 유아교육학과
영유아교육학과
원격교육공학전공
음악치료전공
음악치료학과
창의교육비즈니스전공
창의영재콘텐츠학과
창의콘텐츠학과
인적자원개발전공
커리어상담전공
교육공학과
교육공학전공
실버비즈니스전공
실버비즈니스학과
실버산업전공
피아노교수학전공
화예디자인전공
골프매니지먼트전공
놀이치료전공
리더십교육전공
미용예술전공
유리드믹스전공
피아노페다고지전공
놀이치료학과
여성인적자원개발전공
섬유디자인전공
인테리어디자인전공
일러스트레이션 캐릭터디자인전공
장신구디자인전공
제품공간연출디자인전공
칠공예디자인전공
패션코디네이션디자인전공
뷰티디자인전공
아동예술교육전공
만화애니메이션과(3년제)
무인항공드론과
반도체계열
반도체전자계열
반도체전자계열(미래자동차전자과)
건축인테리어디자인계열
경영회계서비스계열
국방군사계열(응급구조의무부사관과)
메카트로닉스학과
부동산재테크학과
뷰티케어학과
사회복지계열
실용영어융합학과
재활복지공학과
재활복지학과
재활상담복지학과
경찰행정전공
범죄학전공
법무전공
복지행정전공
한국비즈니스전공
행정전공
부동산전공
게임VR학과
한국어통역전공
해양레저관광학과
해운항공 드론물류학과
해운항만경영학과
해운항만물류학과
헬스케어학과
호텔 컨벤션학부
전시컨벤션관광전공
전시컨벤션전공
조리예술학부
중국비즈니스학과
중국어전공
지능로봇공학과
지능로봇공학전공
영어전공
영화영상전공
외국어학부
외식경영전공
웰빙조리창업전공
웹툰영화학과
의료경영학과
아동 가족상담학과
아동학전공
아세안비즈니스학과
아세안지역전공
연계전공학부
연계전공학부(미용건강관리전공)
연계전공학부(실버재활전공)
연계전공학부(웰빙조리창업전공)
연기공연예술학과
연기뮤지컬학과
방송전공
방송콘텐츠학과
법률전공
법률학과
베트남지역전공
부동산금융학과
부동산자산관리전공
글로벌조리비즈니스전공
글로벌투어플랜학과
글로벌패션연출전공
글로벌학부
기계 자동차공학과
기계 자동차공학부
기계설계전공
기계설계학과
동양무예전공
경찰행정학부(경찰행정전공)
경찰행정학부(해양경찰전공)
공직인재학부
관광컨벤션학과
광고영상디자인전공
글로벌디자인전공
가상현실콘텐츠전공
가상현실콘텐츠학과
건축플랜트학과
게임VR학부
게임영화학부
게임콘텐츠전공
게임영상콘텐츠학과
항공 호텔 카지노계열 카지노&서베일런
항공 호텔 카지노계열 항공&비서전공
항공 호텔 카지노계열 호텔&와인전공
항공 호텔 카지노계열 호텔 항공서비스
해외사무행정취업과
화장품화공계열
AI 컴퓨터공학과
Bakery&Beverage전공
EGL전공
K-Food조리전공
K-비즈니스전공
전자계열
전자정보계열
전자정보계열(2년제)
청소년복지상담과
컴퓨터정보과(2년제)
패션디자인마케팅과
패션라이브커머스과
항공 호텔 카지노계열
스포츠재활 운동관리과
시네마스쿨
식음료조리계열
식음료조리계열 식품영양전공
식음료조리계열 조리전공
여행 항공마스터과
우정공무원 탐정과
웹툰과
의료기기과
사회복지서비스과
소프트웨어콘텐츠계열
소프트웨어콘텐츠학과
스마트 e-자동차과
스마트 e-자동차학과
스마트융합기계계열
스마트팩토리과
스포츠건강재활계열
부사관 우정공무원계열
부사관과
뷰티스쿨
뷰티스쿨 K-뷰티전공
뷰티스쿨 박승철헤어전공
뷰티스쿨 스킨케어전공
사이버보안계열
사이버보안스쿨
사회복지 보육과
사회복지 보육학과
노인요양시설창업과
더모델즈과
디자인스쿨
메타버스애니메이션과
모델테이너과
박승철헤어과
반려동물보건과
반려동물스타일리스트과
경영계열
관광계열
관광계열 카지노 & Surveilla
관광계열 항공서비스전공
관광계열 호텔관광전공
글로벌외식산업과
기계계열
i-경영회계계열
건설시스템과
경영 회계계열
보건복지행정과
보육복지상담과
비즈니스러시아어과
약선영양조리과
태권도과
ICT반도체전자계열
K-뷰티과
통일선교대학원
관광일어과
